Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-2nfr,branch-i39d,branch-gwtr,branch-9h9t,checkpoint-o7ee,checkpoint-6s7s,branch-ktz5,branch-hxbs,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Yes,Store: Consent
4,1732119668215,20/11/2024 16:21:08,1732101668215,-5,20/11/2024 06:21:08,196386,5,questionnaire-f8mc,,41493501,BLIND,12111283,,complete,,673e0c07fd3d4b6ccf56cfe7,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x694,Headphone Check Pass,,0,Consent_Form_UNC,5,CB35,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,32851,,,,,,
1,1732120184003,20/11/2024 16:29:44,1732102184003,-5,20/11/2024 06:29:44,196386,5,questionnaire-f8mc,,41493832,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,Consent_Form_UNC,5,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732120194430,20/11/2024 16:29:54,1732102194430,-5,20/11/2024 06:29:54,196386,5,questionnaire-f8mc,,41493832,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,Consent_Form_UNC,5,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732120194430,20/11/2024 16:29:54,1732102194430,-5,20/11/2024 06:29:54,196386,5,questionnaire-f8mc,,41493832,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,Consent_Form_UNC,5,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732120194431,20/11/2024 16:29:54,1732102194431,-5,20/11/2024 06:29:54,196386,5,questionnaire-f8mc,,41493832,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,Consent_Form_UNC,5,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,10265,,,,,,
1,1732120205481,20/11/2024 16:30:05,1732102205481,-5,20/11/2024 06:30:05,196386,5,questionnaire-f8mc,,41493846,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,0,Consent_Form_UNC,5,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732120209910,20/11/2024 16:30:09,1732102209910,-5,20/11/2024 06:30:09,196386,5,questionnaire-f8mc,,41493846,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,0,Consent_Form_UNC,5,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732120209910,20/11/2024 16:30:09,1732102209910,-5,20/11/2024 06:30:09,196386,5,questionnaire-f8mc,,41493846,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,0,Consent_Form_UNC,5,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732120209910,20/11/2024 16:30:09,1732102209910,-5,20/11/2024 06:30:09,196386,5,questionnaire-f8mc,,41493846,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,0,Consent_Form_UNC,5,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,4406,,,,,,
1,1732120209947,20/11/2024 16:30:09,1732102209947,-5,20/11/2024 06:30:09,196386,5,questionnaire-f8mc,,41493849,BLIND,12111367,,complete,,673e0e80ae0fd7e7a7816cf0,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,Consent_Form_UNC,5,CB19,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732120354497,20/11/2024 16:32:34,1732102354497,-5,20/11/2024 06:32:34,196386,5,questionnaire-f8mc,,41493849,BLIND,12111367,,complete,,673e0e80ae0fd7e7a7816cf0,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,Consent_Form_UNC,5,CB19,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732120354497,20/11/2024 16:32:34,1732102354497,-5,20/11/2024 06:32:34,196386,5,questionnaire-f8mc,,41493849,BLIND,12111367,,complete,,673e0e80ae0fd7e7a7816cf0,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,Consent_Form_UNC,5,CB19,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732120354497,20/11/2024 16:32:34,1732102354497,-5,20/11/2024 06:32:34,196386,5,questionnaire-f8mc,,41493849,BLIND,12111367,,complete,,673e0e80ae0fd7e7a7816cf0,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,Consent_Form_UNC,5,CB19,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,END,144524,,,,,,
1,1732120294403,20/11/2024 16:31:34,1732102294403,-5,20/11/2024 06:31:34,196386,5,questionnaire-f8mc,,41493886,BLIND,12111379,,complete,,673e0ec3de4e67092b3fd6f5,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2560x1440,2552x1280,Headphone Check Pass,,0,Consent_Form_UNC,5,CB1,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732120297037,20/11/2024 16:31:37,1732102297037,-5,20/11/2024 06:31:37,196386,5,questionnaire-f8mc,,41493886,BLIND,12111379,,complete,,673e0ec3de4e67092b3fd6f5,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2560x1440,2552x1280,Headphone Check Pass,,0,Consent_Form_UNC,5,CB1,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732120297037,20/11/2024 16:31:37,1732102297037,-5,20/11/2024 06:31:37,196386,5,questionnaire-f8mc,,41493886,BLIND,12111379,,complete,,673e0ec3de4e67092b3fd6f5,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2560x1440,2552x1280,Headphone Check Pass,,0,Consent_Form_UNC,5,CB1,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732120297037,20/11/2024 16:31:37,1732102297037,-5,20/11/2024 06:31:37,196386,5,questionnaire-f8mc,,41493886,BLIND,12111379,,complete,,673e0ec3de4e67092b3fd6f5,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2560x1440,2552x1280,Headphone Check Pass,,0,Consent_Form_UNC,5,CB1,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,END,2615,,,,,,
1,1732120386880,20/11/2024 16:33:06,1732098786880,-6,20/11/2024 04:33:06,196386,5,questionnaire-f8mc,,41493932,BLIND,12111394,,complete,,673e0f219c24bcc6b7e6acd5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x696,Headphone Check Pass,,0,Consent_Form_UNC,5,CB18,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732120392619,20/11/2024 16:33:12,1732098792619,-6,20/11/2024 04:33:12,196386,5,questionnaire-f8mc,,41493932,BLIND,12111394,,complete,,673e0f219c24bcc6b7e6acd5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x696,Headphone Check Pass,,0,Consent_Form_UNC,5,CB18,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732120392619,20/11/2024 16:33:12,1732098792619,-6,20/11/2024 04:33:12,196386,5,questionnaire-f8mc,,41493932,BLIND,12111394,,complete,,673e0f219c24bcc6b7e6acd5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x696,Headphone Check Pass,,0,Consent_Form_UNC,5,CB18,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732120392619,20/11/2024 16:33:12,1732098792619,-6,20/11/2024 04:33:12,196386,5,questionnaire-f8mc,,41493932,BLIND,12111394,,complete,,673e0f219c24bcc6b7e6acd5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x696,Headphone Check Pass,,0,Consent_Form_UNC,5,CB18,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,5712,,,,,,
1,1732120494668,20/11/2024 16:34:54,1732102494668,-5,20/11/2024 06:34:54,196386,5,questionnaire-f8mc,,41494010,BLIND,12111410,,complete,,673e061604211a6a7378f4f9,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x953,Headphone Check Pass,,0,Consent_Form_UNC,5,CB23,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732120524965,20/11/2024 16:35:24,1732102524965,-5,20/11/2024 06:35:24,196386,5,questionnaire-f8mc,,41494010,BLIND,12111410,,complete,,673e061604211a6a7378f4f9,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x953,Headphone Check Pass,,0,Consent_Form_UNC,5,CB23,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732120524965,20/11/2024 16:35:24,1732102524965,-5,20/11/2024 06:35:24,196386,5,questionnaire-f8mc,,41494010,BLIND,12111410,,complete,,673e061604211a6a7378f4f9,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x953,Headphone Check Pass,,0,Consent_Form_UNC,5,CB23,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732120524966,20/11/2024 16:35:24,1732102524966,-5,20/11/2024 06:35:24,196386,5,questionnaire-f8mc,,41494010,BLIND,12111410,,complete,,673e061604211a6a7378f4f9,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x953,Headphone Check Pass,,0,Consent_Form_UNC,5,CB23,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,30279,,,,,,
1,1732120510976,20/11/2024 16:35:10,1732102510976,-5,20/11/2024 06:35:10,196386,5,questionnaire-f8mc,,41494017,BLIND,12111413,,complete,,673e0fa876966ebd1bae3bac,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1680x1050,1680x819,Headphone Check Pass,,0,Consent_Form_UNC,5,CB50,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732120516949,20/11/2024 16:35:16,1732102516949,-5,20/11/2024 06:35:16,196386,5,questionnaire-f8mc,,41494017,BLIND,12111413,,complete,,673e0fa876966ebd1bae3bac,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1680x1050,1680x819,Headphone Check Pass,,0,Consent_Form_UNC,5,CB50,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732120516949,20/11/2024 16:35:16,1732102516949,-5,20/11/2024 06:35:16,196386,5,questionnaire-f8mc,,41494017,BLIND,12111413,,complete,,673e0fa876966ebd1bae3bac,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1680x1050,1680x819,Headphone Check Pass,,0,Consent_Form_UNC,5,CB50,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732120516950,20/11/2024 16:35:16,1732102516950,-5,20/11/2024 06:35:16,196386,5,questionnaire-f8mc,,41494017,BLIND,12111413,,complete,,673e0fa876966ebd1bae3bac,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1680x1050,1680x819,Headphone Check Pass,,0,Consent_Form_UNC,5,CB50,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,5948,,,,,,
1,1732120564567,20/11/2024 16:36:04,1732102564567,-5,20/11/2024 06:36:04,196386,5,questionnaire-f8mc,,41494041,BLIND,12111423,,complete,,673e0f9a3fb7d927be47b4e5,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,1792x1120,1792x1040,Headphone Check Pass,,0,Consent_Form_UNC,5,CB26,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732120569705,20/11/2024 16:36:09,1732102569705,-5,20/11/2024 06:36:09,196386,5,questionnaire-f8mc,,41494041,BLIND,12111423,,complete,,673e0f9a3fb7d927be47b4e5,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,1792x1120,1792x1040,Headphone Check Pass,,0,Consent_Form_UNC,5,CB26,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732120569706,20/11/2024 16:36:09,1732102569706,-5,20/11/2024 06:36:09,196386,5,questionnaire-f8mc,,41494041,BLIND,12111423,,complete,,673e0f9a3fb7d927be47b4e5,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,1792x1120,1792x1040,Headphone Check Pass,,0,Consent_Form_UNC,5,CB26,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732120569706,20/11/2024 16:36:09,1732102569706,-5,20/11/2024 06:36:09,196386,5,questionnaire-f8mc,,41494041,BLIND,12111423,,complete,,673e0f9a3fb7d927be47b4e5,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,1792x1120,1792x1040,Headphone Check Pass,,0,Consent_Form_UNC,5,CB26,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,END,5104,,,,,,
1,1732120918290,20/11/2024 16:41:58,1732102918290,-5,20/11/2024 06:41:58,196386,5,questionnaire-f8mc,,41494207,BLIND,12111467,,complete,,673e111ae76aed0e5c4e2595,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1080,1278x952,Headphone Check Pass,,0,Consent_Form_UNC,5,CB9,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732120924710,20/11/2024 16:42:04,1732102924710,-5,20/11/2024 06:42:04,196386,5,questionnaire-f8mc,,41494207,BLIND,12111467,,complete,,673e111ae76aed0e5c4e2595,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1080,1985x952,Headphone Check Pass,,0,Consent_Form_UNC,5,CB9,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732120924710,20/11/2024 16:42:04,1732102924710,-5,20/11/2024 06:42:04,196386,5,questionnaire-f8mc,,41494207,BLIND,12111467,,complete,,673e111ae76aed0e5c4e2595,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1080,1985x952,Headphone Check Pass,,0,Consent_Form_UNC,5,CB9,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732120924710,20/11/2024 16:42:04,1732102924710,-5,20/11/2024 06:42:04,196386,5,questionnaire-f8mc,,41494207,BLIND,12111467,,complete,,673e111ae76aed0e5c4e2595,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1080,1985x952,Headphone Check Pass,,0,Consent_Form_UNC,5,CB9,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,6401,,,,,,
1,1732121148317,20/11/2024 16:45:48,1732099548317,-6,20/11/2024 04:45:48,196386,5,questionnaire-f8mc,,41494313,BLIND,12111488,,complete,,673e11b645ccd649d239c77d,computer,Desktop or Laptop,Windows 10,Firefox 132.0,1536x960,1536x798,Headphone Check Pass,,0,Consent_Form_UNC,5,CB37,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732121203448,20/11/2024 16:46:43,1732099603448,-6,20/11/2024 04:46:43,196386,5,questionnaire-f8mc,,41494313,BLIND,12111488,,complete,,673e11b645ccd649d239c77d,computer,Desktop or Laptop,Windows 10,Firefox 132.0,1536x960,1536x798,Headphone Check Pass,,0,Consent_Form_UNC,5,CB37,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732121203448,20/11/2024 16:46:43,1732099603448,-6,20/11/2024 04:46:43,196386,5,questionnaire-f8mc,,41494313,BLIND,12111488,,complete,,673e11b645ccd649d239c77d,computer,Desktop or Laptop,Windows 10,Firefox 132.0,1536x960,1536x798,Headphone Check Pass,,0,Consent_Form_UNC,5,CB37,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732121203449,20/11/2024 16:46:43,1732099603449,-6,20/11/2024 04:46:43,196386,5,questionnaire-f8mc,,41494313,BLIND,12111488,,complete,,673e11b645ccd649d239c77d,computer,Desktop or Laptop,Windows 10,Firefox 132.0,1536x960,1536x798,Headphone Check Pass,,0,Consent_Form_UNC,5,CB37,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,55083,,,,,,
1,1732121192695,20/11/2024 16:46:32,1732103192695,-5,20/11/2024 06:46:32,196386,5,questionnaire-f8mc,,41494334,BLIND,12111501,,complete,,673e1230103c69f1091289b0,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,Headphone Check Pass,,0,Consent_Form_UNC,5,CB23,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732121199591,20/11/2024 16:46:39,1732103199591,-5,20/11/2024 06:46:39,196386,5,questionnaire-f8mc,,41494334,BLIND,12111501,,complete,,673e1230103c69f1091289b0,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,Headphone Check Pass,,0,Consent_Form_UNC,5,CB23,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732121199591,20/11/2024 16:46:39,1732103199591,-5,20/11/2024 06:46:39,196386,5,questionnaire-f8mc,,41494334,BLIND,12111501,,complete,,673e1230103c69f1091289b0,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,Headphone Check Pass,,0,Consent_Form_UNC,5,CB23,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732121199591,20/11/2024 16:46:39,1732103199591,-5,20/11/2024 06:46:39,196386,5,questionnaire-f8mc,,41494334,BLIND,12111501,,complete,,673e1230103c69f1091289b0,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,Headphone Check Pass,,0,Consent_Form_UNC,5,CB23,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,END,6855,,,,,,
1,1732121353967,20/11/2024 16:49:13,1732092553967,-8,20/11/2024 00:49:13,196386,5,questionnaire-f8mc,,41494401,BLIND,12111514,,complete,,673e12973f6c68062277d267,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x703,Headphone Check Pass,,0,Consent_Form_UNC,5,B49,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732121390440,20/11/2024 16:49:50,1732092590440,-8,20/11/2024 00:49:50,196386,5,questionnaire-f8mc,,41494401,BLIND,12111514,,complete,,673e12973f6c68062277d267,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x703,Headphone Check Pass,,0,Consent_Form_UNC,5,B49,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732121390440,20/11/2024 16:49:50,1732092590440,-8,20/11/2024 00:49:50,196386,5,questionnaire-f8mc,,41494401,BLIND,12111514,,complete,,673e12973f6c68062277d267,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x703,Headphone Check Pass,,0,Consent_Form_UNC,5,B49,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732121390441,20/11/2024 16:49:50,1732092590441,-8,20/11/2024 00:49:50,196386,5,questionnaire-f8mc,,41494401,BLIND,12111514,,complete,,673e12973f6c68062277d267,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x703,Headphone Check Pass,,0,Consent_Form_UNC,5,B49,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,END,36446,,,,,,
1,1732122264859,20/11/2024 17:04:24,1732093464859,-8,20/11/2024 01:04:24,196386,5,questionnaire-f8mc,,41494727,BLIND,12111624,,complete,,673e167b23ea873c9fd20cb4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1600x780,Headphone Check Pass,,0,Consent_Form_UNC,5,CB38,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732122282654,20/11/2024 17:04:42,1732093482654,-8,20/11/2024 01:04:42,196386,5,questionnaire-f8mc,,41494727,BLIND,12111624,,complete,,673e167b23ea873c9fd20cb4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1600x780,Headphone Check Pass,,0,Consent_Form_UNC,5,CB38,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732122282654,20/11/2024 17:04:42,1732093482654,-8,20/11/2024 01:04:42,196386,5,questionnaire-f8mc,,41494727,BLIND,12111624,,complete,,673e167b23ea873c9fd20cb4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1600x780,Headphone Check Pass,,0,Consent_Form_UNC,5,CB38,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732122282655,20/11/2024 17:04:42,1732093482655,-8,20/11/2024 01:04:42,196386,5,questionnaire-f8mc,,41494727,BLIND,12111624,,complete,,673e167b23ea873c9fd20cb4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1600x780,Headphone Check Pass,,0,Consent_Form_UNC,5,CB38,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,END,17737,,,,,,
1,1732122534476,20/11/2024 17:08:54,1732104534476,-5,20/11/2024 07:08:54,196386,5,questionnaire-f8mc,,41494839,BLIND,12111663,,complete,,673e1784e09c41a6f0586856,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1457x857,Headphone Check Pass,,0,Consent_Form_UNC,5,CB35,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732122540563,20/11/2024 17:09:00,1732104540563,-5,20/11/2024 07:09:00,196386,5,questionnaire-f8mc,,41494839,BLIND,12111663,,complete,,673e1784e09c41a6f0586856,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1457x857,Headphone Check Pass,,0,Consent_Form_UNC,5,CB35,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732122540563,20/11/2024 17:09:00,1732104540563,-5,20/11/2024 07:09:00,196386,5,questionnaire-f8mc,,41494839,BLIND,12111663,,complete,,673e1784e09c41a6f0586856,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1457x857,Headphone Check Pass,,0,Consent_Form_UNC,5,CB35,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732122540564,20/11/2024 17:09:00,1732104540564,-5,20/11/2024 07:09:00,196386,5,questionnaire-f8mc,,41494839,BLIND,12111663,,complete,,673e1784e09c41a6f0586856,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1457x857,Headphone Check Pass,,0,Consent_Form_UNC,5,CB35,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,6065,,,,,,
