"","Event Index","UTC Timestamp","UTC Date and Time","Local Timestamp","Local Timezone","Local Date and Time","Experiment ID","Experiment Version","Tree Node Key","Repeat Key","Schedule ID","Participant Public ID","Participant Private ID","Participant Starting Group","Participant Status","Participant Completion Code","Participant External Session ID","Participant Device Type","Participant Device","Participant OS","Participant Browser","Participant Monitor Size","Participant Viewport Size","Checkpoint","Room ID","Room Order","Task Name","Task Version","counterbalance-2nfr","branch-i39d","branch-gwtr","branch-9h9t","checkpoint-o7ee","checkpoint-6s7s","branch-ktz5","branch-hxbs","Page","Page ID","Page Counter","Question","Response Type","Key","Response","Tag","OptionOrder","Object Name","Object Number","Object ID"
"447","19",1732118345545,"20/11/2024 15:59:05",1732100345545,-5,"20/11/2024 05:59:05",196386,5,"questionnaire-7ac3",NA,41492688,"BLIND",12110585,NA,"complete",NA,"673dfbb896a00a4c0e068de8","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1800x1169","1437x967","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB34","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"7.	Approximately how many times did you look at your phone during the experiment?","response","value","3",NA,NA,"Comment Box",9,"object-11"
"448","20",1732118345546,"20/11/2024 15:59:05",1732100345546,-5,"20/11/2024 05:59:05",196386,5,"questionnaire-7ac3",NA,41492688,"BLIND",12110585,NA,"complete",NA,"673dfbb896a00a4c0e068de8","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1800x1169","1437x967","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB34","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"8.	Approximately how many times did you get up during the experiment?","response","value","1",NA,NA,"Comment Box",10,"object-12"
"449","21",1732118345546,"20/11/2024 15:59:05",1732100345546,-5,"20/11/2024 05:59:05",196386,5,"questionnaire-7ac3",NA,41492688,"BLIND",12110585,NA,"complete",NA,"673dfbb896a00a4c0e068de8","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1800x1169","1437x967","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB34","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"9.	Was the environment you took the experiment in distraction free?","response","value","Yes",NA,"Yes|No","Multiple Choice",11,"object-13"
"450","22",1732118345546,"20/11/2024 15:59:05",1732100345546,-5,"20/11/2024 05:59:05",196386,5,"questionnaire-7ac3",NA,41492688,"BLIND",12110585,NA,"complete",NA,"673dfbb896a00a4c0e068de8","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1800x1169","1437x967","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB34","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"9.	Was the environment you took the experiment in distraction free?","response","quantised","1",NA,"Yes|No","Multiple Choice",11,"object-13"
"451","23",1732118345547,"20/11/2024 15:59:05",1732100345547,-5,"20/11/2024 05:59:05",196386,5,"questionnaire-7ac3",NA,41492688,"BLIND",12110585,NA,"complete",NA,"673dfbb896a00a4c0e068de8","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1800x1169","1437x967","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB34","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"10. When you had to calibrate, were the instructions clear?","response","value","Yes",NA,"Yes|No","Multiple Choice",12,"object-14"
"452","24",1732118345547,"20/11/2024 15:59:05",1732100345547,-5,"20/11/2024 05:59:05",196386,5,"questionnaire-7ac3",NA,41492688,"BLIND",12110585,NA,"complete",NA,"673dfbb896a00a4c0e068de8","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1800x1169","1437x967","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB34","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"10. When you had to calibrate, were the instructions clear?","response","quantised","1",NA,"Yes|No","Multiple Choice",12,"object-14"
"453","25",1732118345547,"20/11/2024 15:59:05",1732100345547,-5,"20/11/2024 05:59:05",196386,5,"questionnaire-7ac3",NA,41492688,"BLIND",12110585,NA,"complete",NA,"673dfbb896a00a4c0e068de8","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1800x1169","1437x967","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB34","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"11. What additional information would you add to help make things easier to understand?","response","value","none",NA,NA,"Comment Box",13,"object-16"
"454","26",1732118345547,"20/11/2024 15:59:05",1732100345547,-5,"20/11/2024 05:59:05",196386,5,"questionnaire-7ac3",NA,41492688,"BLIND",12110585,NA,"complete",NA,"673dfbb896a00a4c0e068de8","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1800x1169","1437x967","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB34","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"12. Are you wearing a mask?","response","value","No",NA,"Yes|No","Multiple Choice",14,"object-15"
"455","27",1732118345548,"20/11/2024 15:59:05",1732100345548,-5,"20/11/2024 05:59:05",196386,5,"questionnaire-7ac3",NA,41492688,"BLIND",12110585,NA,"complete",NA,"673dfbb896a00a4c0e068de8","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1800x1169","1437x967","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB34","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"12. Are you wearing a mask?","response","quantised","2",NA,"Yes|No","Multiple Choice",14,"object-15"
"456","28",1732118345549,"20/11/2024 15:59:05",1732100345549,-5,"20/11/2024 05:59:05",196386,5,"questionnaire-7ac3",NA,41492688,"BLIND",12110585,NA,"complete",NA,"673dfbb896a00a4c0e068de8","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1800x1169","1437x967","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB34","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,NA,NA,NA,NA,"info",NA,"END",85010,NA,NA,NA,NA
"457","1",1732118029467,"20/11/2024 15:53:49",1732100029467,-5,"20/11/2024 05:53:49",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,NA,NA,NA,NA,"info",NA,"BEGIN",NA,NA,NA,NA,NA
"458","2",1732118135082,"20/11/2024 15:55:35",1732100135082,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?","response","value","No",NA,"Yes|No","Multiple Choice",1,"object-3"
"459","3",1732118135083,"20/11/2024 15:55:35",1732100135083,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?","response","quantised","2",NA,"Yes|No","Multiple Choice",1,"object-3"
"460","4",1732118135083,"20/11/2024 15:55:35",1732100135083,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"2.	Are you on any medications currently that can impair your judgement?","response","value","No",NA,"Yes|No","Multiple Choice",2,"object-4"
"461","5",1732118135083,"20/11/2024 15:55:35",1732100135083,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"2.	Are you on any medications currently that can impair your judgement?","response","quantised","2",NA,"Yes|No","Multiple Choice",2,"object-4"
"462","6",1732118135084,"20/11/2024 15:55:35",1732100135084,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"If yes, please list below:","response","value",NA,NA,NA,"Comment Box",3,"object-5"
"463","7",1732118135084,"20/11/2024 15:55:35",1732100135084,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Eye Glasses","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"464","8",1732118135084,"20/11/2024 15:55:35",1732100135084,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Contacts","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"465","9",1732118135085,"20/11/2024 15:55:35",1732100135085,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Makeup","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"466","10",1732118135085,"20/11/2024 15:55:35",1732100135085,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Strip or individual eyelashes","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"467","11",1732118135086,"20/11/2024 15:55:35",1732100135086,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Hat","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"468","12",1732118135086,"20/11/2024 15:55:35",1732100135086,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","__other","1",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"469","13",1732118135087,"20/11/2024 15:55:35",1732100135087,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","other",NA,NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"470","14",1732118135095,"20/11/2024 15:55:35",1732100135095,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"4.	Does your room currently have natural light?","response","value","Yes",NA,"Yes|No","Multiple Choice",5,"object-7"
"471","15",1732118135095,"20/11/2024 15:55:35",1732100135095,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"4.	Does your room currently have natural light?","response","quantised","1",NA,"Yes|No","Multiple Choice",5,"object-7"
"472","16",1732118135096,"20/11/2024 15:55:35",1732100135096,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"5.	Are you using the built in camera?","response","value","Yes",NA,"Yes|No","Multiple Choice",6,"object-8"
"473","17",1732118135097,"20/11/2024 15:55:35",1732100135097,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"5.	Are you using the built in camera?","response","quantised","1",NA,"Yes|No","Multiple Choice",6,"object-8"
"474","18",1732118135097,"20/11/2024 15:55:35",1732100135097,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"If no, what brand of camera are you using?","response","value",NA,NA,NA,"Comment Box",7,"object-9"
"475","19",1732118135098,"20/11/2024 15:55:35",1732100135098,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"6.	Please estimate how far you think you were sitting from the camera during the experiment (an arm's length from your monitor is about 20 inches (51 cm).","response","value","20 inches",NA,NA,"Comment Box",8,"object-10"
"476","20",1732118135099,"20/11/2024 15:55:35",1732100135099,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"7.	Approximately how many times did you look at your phone during the experiment?","response","value","0",NA,NA,"Comment Box",9,"object-11"
"477","21",1732118135100,"20/11/2024 15:55:35",1732100135100,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"8.	Approximately how many times did you get up during the experiment?","response","value","0",NA,NA,"Comment Box",10,"object-12"
"478","22",1732118135100,"20/11/2024 15:55:35",1732100135100,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"9.	Was the environment you took the experiment in distraction free?","response","value","Yes",NA,"Yes|No","Multiple Choice",11,"object-13"
"479","23",1732118135101,"20/11/2024 15:55:35",1732100135101,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"9.	Was the environment you took the experiment in distraction free?","response","quantised","1",NA,"Yes|No","Multiple Choice",11,"object-13"
"480","24",1732118135102,"20/11/2024 15:55:35",1732100135102,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"10. When you had to calibrate, were the instructions clear?","response","value","Yes",NA,"Yes|No","Multiple Choice",12,"object-14"
"481","25",1732118135103,"20/11/2024 15:55:35",1732100135103,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"10. When you had to calibrate, were the instructions clear?","response","quantised","1",NA,"Yes|No","Multiple Choice",12,"object-14"
"482","26",1732118135104,"20/11/2024 15:55:35",1732100135104,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"11. What additional information would you add to help make things easier to understand?","response","value",NA,NA,NA,"Comment Box",13,"object-16"
"483","27",1732118135104,"20/11/2024 15:55:35",1732100135104,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"12. Are you wearing a mask?","response","value","No",NA,"Yes|No","Multiple Choice",14,"object-15"
"484","28",1732118135105,"20/11/2024 15:55:35",1732100135105,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"12. Are you wearing a mask?","response","quantised","2",NA,"Yes|No","Multiple Choice",14,"object-15"
"485","29",1732118135107,"20/11/2024 15:55:35",1732100135107,-5,"20/11/2024 05:55:35",196386,5,"questionnaire-7ac3",NA,41492578,"BLIND",12110685,NA,"complete",NA,"673dfbf3a2509a74041b8cbd","computer","Desktop or Laptop","Windows 10","Edge 131.0.0.0","1920x1080","1850x968","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB28","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,NA,NA,NA,NA,"info",NA,"END",105515,NA,NA,NA,NA
"486","END OF FILE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","1",1733331399735,"04/12/2024 16:56:39",1733313399735,-5,"04/12/2024 06:56:39",196386,6,"questionnaire-7ac3",NA,41802992,"BLIND",12210934,NA,"complete",NA,"675081c82242713ea5e42dc2","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1680x1050","1680x962","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,NA,NA,NA,NA,"info",NA,"BEGIN",NA,NA,NA,NA,NA
"488","2",1733331479486,"04/12/2024 16:57:59",1733313479486,-5,"04/12/2024 06:57:59",196386,6,"questionnaire-7ac3",NA,41802992,"BLIND",12210934,NA,"complete",NA,"675081c82242713ea5e42dc2","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1680x1050","1680x962","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?","response","value","No",NA,"Yes|No","Multiple Choice",1,"object-3"
"489","3",1733331479486,"04/12/2024 16:57:59",1733313479486,-5,"04/12/2024 06:57:59",196386,6,"questionnaire-7ac3",NA,41802992,"BLIND",12210934,NA,"complete",NA,"675081c82242713ea5e42dc2","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1680x1050","1680x962","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?","response","quantised","2",NA,"Yes|No","Multiple Choice",1,"object-3"
"490","4",1733331479486,"04/12/2024 16:57:59",1733313479486,-5,"04/12/2024 06:57:59",196386,6,"questionnaire-7ac3",NA,41802992,"BLIND",12210934,NA,"complete",NA,"675081c82242713ea5e42dc2","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1680x1050","1680x962","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"2.	Are you on any medications currently that can impair your judgement?","response","value","No",NA,"Yes|No","Multiple Choice",2,"object-4"
"491","5",1733331479487,"04/12/2024 16:57:59",1733313479487,-5,"04/12/2024 06:57:59",196386,6,"questionnaire-7ac3",NA,41802992,"BLIND",12210934,NA,"complete",NA,"675081c82242713ea5e42dc2","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1680x1050","1680x962","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"2.	Are you on any medications currently that can impair your judgement?","response","quantised","2",NA,"Yes|No","Multiple Choice",2,"object-4"
"492","6",1733331479487,"04/12/2024 16:57:59",1733313479487,-5,"04/12/2024 06:57:59",196386,6,"questionnaire-7ac3",NA,41802992,"BLIND",12210934,NA,"complete",NA,"675081c82242713ea5e42dc2","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1680x1050","1680x962","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"If yes, please list below:","response","value","N/A",NA,NA,"Comment Box",3,"object-5"
