"","Event Index","UTC Timestamp","UTC Date and Time","Local Timestamp","Local Timezone","Local Date and Time","Experiment ID","Experiment Version","Tree Node Key","Repeat Key","Schedule ID","Participant Public ID","Participant Private ID","Participant Starting Group","Participant Status","Participant Completion Code","Participant External Session ID","Participant Device Type","Participant Device","Participant OS","Participant Browser","Participant Monitor Size","Participant Viewport Size","Checkpoint","Room ID","Room Order","Task Name","Task Version","counterbalance-2nfr","branch-i39d","branch-gwtr","branch-9h9t","checkpoint-o7ee","checkpoint-6s7s","branch-ktz5","branch-hxbs","Page","Page ID","Page Counter","Question","Response Type","Key","Response","Tag","OptionOrder","Object Name","Object Number","Object ID"
"860","27",1732118518303,"20/11/2024 16:01:58",1732096918303,-6,"20/11/2024 04:01:58",196386,5,"questionnaire-ng98",NA,41492734,"BLIND",12110890,NA,"complete",NA,"673e01fbf863aeb08ad3acce","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB21","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"12. Are you wearing a mask?","response","value","No",NA,"Yes|No","Multiple Choice",14,"object-15"
"861","28",1732118518304,"20/11/2024 16:01:58",1732096918304,-6,"20/11/2024 04:01:58",196386,5,"questionnaire-ng98",NA,41492734,"BLIND",12110890,NA,"complete",NA,"673e01fbf863aeb08ad3acce","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB21","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"12. Are you wearing a mask?","response","quantised","2",NA,"Yes|No","Multiple Choice",14,"object-15"
"862","29",1732118518305,"20/11/2024 16:01:58",1732096918305,-6,"20/11/2024 04:01:58",196386,5,"questionnaire-ng98",NA,41492734,"BLIND",12110890,NA,"complete",NA,"673e01fbf863aeb08ad3acce","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB21","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,NA,NA,NA,NA,"info",NA,"END",100240,NA,NA,NA,NA
"863","1",1732116969866,"20/11/2024 15:36:09",1732098969866,-5,"20/11/2024 05:36:09",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,NA,NA,NA,NA,"info",NA,"BEGIN",NA,NA,NA,NA,NA
"864","2",1732117125893,"20/11/2024 15:38:45",1732099125893,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?","response","value","No",NA,"Yes|No","Multiple Choice",1,"object-3"
"865","3",1732117125893,"20/11/2024 15:38:45",1732099125893,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?","response","quantised","2",NA,"Yes|No","Multiple Choice",1,"object-3"
"866","4",1732117125893,"20/11/2024 15:38:45",1732099125893,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"2.	Are you on any medications currently that can impair your judgement?","response","value","No",NA,"Yes|No","Multiple Choice",2,"object-4"
"867","5",1732117125893,"20/11/2024 15:38:45",1732099125893,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"2.	Are you on any medications currently that can impair your judgement?","response","quantised","2",NA,"Yes|No","Multiple Choice",2,"object-4"
"868","6",1732117125893,"20/11/2024 15:38:45",1732099125893,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"If yes, please list below:","response","value","none",NA,NA,"Comment Box",3,"object-5"
"869","7",1732117125893,"20/11/2024 15:38:45",1732099125893,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Eye Glasses","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"870","8",1732117125894,"20/11/2024 15:38:45",1732099125894,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Contacts","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"871","9",1732117125894,"20/11/2024 15:38:45",1732099125894,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Makeup","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"872","10",1732117125894,"20/11/2024 15:38:45",1732099125894,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Strip or individual eyelashes","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"873","11",1732117125895,"20/11/2024 15:38:45",1732099125895,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Hat","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"874","12",1732117125895,"20/11/2024 15:38:45",1732099125895,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","__other","1",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"875","13",1732117125895,"20/11/2024 15:38:45",1732099125895,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","other","none",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"876","14",1732117125899,"20/11/2024 15:38:45",1732099125899,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"4.	Does your room currently have natural light?","response","value","No",NA,"Yes|No","Multiple Choice",5,"object-7"
"877","15",1732117125900,"20/11/2024 15:38:45",1732099125900,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"4.	Does your room currently have natural light?","response","quantised","2",NA,"Yes|No","Multiple Choice",5,"object-7"
"878","16",1732117125900,"20/11/2024 15:38:45",1732099125900,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"5.	Are you using the built in camera?","response","value","Yes",NA,"Yes|No","Multiple Choice",6,"object-8"
"879","17",1732117125900,"20/11/2024 15:38:45",1732099125900,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"5.	Are you using the built in camera?","response","quantised","1",NA,"Yes|No","Multiple Choice",6,"object-8"
"880","18",1732117125900,"20/11/2024 15:38:45",1732099125900,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"If no, what brand of camera are you using?","response","value","yes",NA,NA,"Comment Box",7,"object-9"
"881","19",1732117125900,"20/11/2024 15:38:45",1732099125900,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"6.	Please estimate how far you think you were sitting from the camera during the experiment (an arm's length from your monitor is about 20 inches (51 cm).","response","value","5 inches",NA,NA,"Comment Box",8,"object-10"
"882","20",1732117125901,"20/11/2024 15:38:45",1732099125901,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"7.	Approximately how many times did you look at your phone during the experiment?","response","value","none",NA,NA,"Comment Box",9,"object-11"
"883","21",1732117125901,"20/11/2024 15:38:45",1732099125901,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"8.	Approximately how many times did you get up during the experiment?","response","value","none",NA,NA,"Comment Box",10,"object-12"
"884","22",1732117125901,"20/11/2024 15:38:45",1732099125901,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"9.	Was the environment you took the experiment in distraction free?","response","value","Yes",NA,"Yes|No","Multiple Choice",11,"object-13"
"885","23",1732117125902,"20/11/2024 15:38:45",1732099125902,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"9.	Was the environment you took the experiment in distraction free?","response","quantised","1",NA,"Yes|No","Multiple Choice",11,"object-13"
"886","24",1732117125902,"20/11/2024 15:38:45",1732099125902,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"10. When you had to calibrate, were the instructions clear?","response","value","Yes",NA,"Yes|No","Multiple Choice",12,"object-14"
"887","25",1732117125903,"20/11/2024 15:38:45",1732099125903,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"10. When you had to calibrate, were the instructions clear?","response","quantised","1",NA,"Yes|No","Multiple Choice",12,"object-14"
"888","26",1732117125903,"20/11/2024 15:38:45",1732099125903,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"11. What additional information would you add to help make things easier to understand?","response","value","how to fix calibration issues",NA,NA,"Comment Box",13,"object-16"
"889","27",1732117125903,"20/11/2024 15:38:45",1732099125903,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"12. Are you wearing a mask?","response","value","No",NA,"Yes|No","Multiple Choice",14,"object-15"
"890","28",1732117125903,"20/11/2024 15:38:45",1732099125903,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"12. Are you wearing a mask?","response","quantised","2",NA,"Yes|No","Multiple Choice",14,"object-15"
"891","29",1732117125904,"20/11/2024 15:38:45",1732099125904,-5,"20/11/2024 05:38:45",196386,5,"questionnaire-ng98",NA,41492187,"BLIND",12110638,NA,"complete",NA,"673dfca87f7d4d59a40117e6","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB48","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,NA,NA,NA,NA,"info",NA,"END",155976,NA,NA,NA,NA
"892","1",1732116044782,"20/11/2024 15:20:44",1732094444782,-6,"20/11/2024 03:20:44",196386,5,"questionnaire-ng98",NA,41491583,"BLIND",12110580,NA,"complete",NA,"673dfba6f003af2bcfac5748","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB27","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,NA,NA,NA,NA,"info",NA,"BEGIN",NA,NA,NA,NA,NA
"893","2",1732116189026,"20/11/2024 15:23:09",1732094589026,-6,"20/11/2024 03:23:09",196386,5,"questionnaire-ng98",NA,41491583,"BLIND",12110580,NA,"complete",NA,"673dfba6f003af2bcfac5748","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB27","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?","response","value","Yes",NA,"Yes|No","Multiple Choice",1,"object-3"
"894","3",1732116189026,"20/11/2024 15:23:09",1732094589026,-6,"20/11/2024 03:23:09",196386,5,"questionnaire-ng98",NA,41491583,"BLIND",12110580,NA,"complete",NA,"673dfba6f003af2bcfac5748","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB27","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?","response","quantised","1",NA,"Yes|No","Multiple Choice",1,"object-3"
"895","4",1732116189027,"20/11/2024 15:23:09",1732094589027,-6,"20/11/2024 03:23:09",196386,5,"questionnaire-ng98",NA,41491583,"BLIND",12110580,NA,"complete",NA,"673dfba6f003af2bcfac5748","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB27","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"2.	Are you on any medications currently that can impair your judgement?","response","value","No",NA,"Yes|No","Multiple Choice",2,"object-4"
"896","5",1732116189027,"20/11/2024 15:23:09",1732094589027,-6,"20/11/2024 03:23:09",196386,5,"questionnaire-ng98",NA,41491583,"BLIND",12110580,NA,"complete",NA,"673dfba6f003af2bcfac5748","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB27","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"2.	Are you on any medications currently that can impair your judgement?","response","quantised","2",NA,"Yes|No","Multiple Choice",2,"object-4"
"897","6",1732116189027,"20/11/2024 15:23:09",1732094589027,-6,"20/11/2024 03:23:09",196386,5,"questionnaire-ng98",NA,41491583,"BLIND",12110580,NA,"complete",NA,"673dfba6f003af2bcfac5748","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB27","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"If yes, please list below:","response","value","n/a",NA,NA,"Comment Box",3,"object-5"
"898","7",1732116189027,"20/11/2024 15:23:09",1732094589027,-6,"20/11/2024 03:23:09",196386,5,"questionnaire-ng98",NA,41491583,"BLIND",12110580,NA,"complete",NA,"673dfba6f003af2bcfac5748","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB27","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Eye Glasses","1",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"899","8",1732116189027,"20/11/2024 15:23:09",1732094589027,-6,"20/11/2024 03:23:09",196386,5,"questionnaire-ng98",NA,41491583,"BLIND",12110580,NA,"complete",NA,"673dfba6f003af2bcfac5748","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB27","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Contacts","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"900","9",1732116189028,"20/11/2024 15:23:09",1732094589028,-6,"20/11/2024 03:23:09",196386,5,"questionnaire-ng98",NA,41491583,"BLIND",12110580,NA,"complete",NA,"673dfba6f003af2bcfac5748","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB27","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Makeup","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"901","10",1732116189028,"20/11/2024 15:23:09",1732094589028,-6,"20/11/2024 03:23:09",196386,5,"questionnaire-ng98",NA,41491583,"BLIND",12110580,NA,"complete",NA,"673dfba6f003af2bcfac5748","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB27","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Strip or individual eyelashes","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"902","11",1732116189028,"20/11/2024 15:23:09",1732094589028,-6,"20/11/2024 03:23:09",196386,5,"questionnaire-ng98",NA,41491583,"BLIND",12110580,NA,"complete",NA,"673dfba6f003af2bcfac5748","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB27","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Hat","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"903","12",1732116189029,"20/11/2024 15:23:09",1732094589029,-6,"20/11/2024 03:23:09",196386,5,"questionnaire-ng98",NA,41491583,"BLIND",12110580,NA,"complete",NA,"673dfba6f003af2bcfac5748","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB27","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","__other","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"904","13",1732116189029,"20/11/2024 15:23:09",1732094589029,-6,"20/11/2024 03:23:09",196386,5,"questionnaire-ng98",NA,41491583,"BLIND",12110580,NA,"complete",NA,"673dfba6f003af2bcfac5748","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB27","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"4.	Does your room currently have natural light?","response","value","Yes",NA,"Yes|No","Multiple Choice",5,"object-7"
"905","14",1732116189029,"20/11/2024 15:23:09",1732094589029,-6,"20/11/2024 03:23:09",196386,5,"questionnaire-ng98",NA,41491583,"BLIND",12110580,NA,"complete",NA,"673dfba6f003af2bcfac5748","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB27","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"4.	Does your room currently have natural light?","response","quantised","1",NA,"Yes|No","Multiple Choice",5,"object-7"
